base,arquivo,ano,uf,tipo,formato,status,caminho,observacoes
Outros,arquivo (24).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (24).zip,Arquivo original preservado.
SIM,DORS2020.dbc,2020,RS,obitos_gerais,DBC,preservado,data/raw/archives/arquivo (24).zip::DORS2020.dbc,
Outros,arquivo (25).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (25).zip,Arquivo original preservado.
SIM,DORS2019.dbc,2019,RS,obitos_gerais,DBC,preservado,data/raw/archives/arquivo (25).zip::DORS2019.dbc,
Outros,arquivo (26).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (26).zip,Arquivo original preservado.
SIM,DORS2018.dbc,2018,RS,obitos_gerais,DBC,preservado,data/raw/archives/arquivo (26).zip::DORS2018.dbc,
Outros,arquivo (27).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (27).zip,Arquivo original preservado.
SIM,DORS2017.dbc,2017,RS,obitos_gerais,DBC,preservado,data/raw/archives/arquivo (27).zip::DORS2017.dbc,
Outros,arquivo (28).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (28).zip,Arquivo original preservado.
SIM,DORS2016.dbc,2016,RS,obitos_gerais,DBC,preservado,data/raw/archives/arquivo (28).zip::DORS2016.dbc,
Outros,arquivo (29).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (29).zip,Arquivo original preservado.
SIM,DORS2015.dbc,2015,RS,obitos_gerais,DBC,preservado,data/raw/archives/arquivo (29).zip::DORS2015.dbc,
Outros,arquivo (3).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (3).zip,Arquivo original preservado.
SINASC,DNRS2021.dbc,2021,RS,nascidos_vivos,DBC,preservado,data/raw/archives/arquivo (3).zip::DNRS2021.dbc,
Outros,arquivo (30).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (30).zip,Arquivo original preservado.
SIM,DOFET15.dbc,2015,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (30).zip::DOFET15.dbc,
Outros,arquivo (31).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (31).zip,Arquivo original preservado.
SIM,DOFET16.dbc,2016,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (31).zip::DOFET16.dbc,
Outros,arquivo (32).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (32).zip,Arquivo original preservado.
SIM,DOFET17.dbc,2017,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (32).zip::DOFET17.dbc,
Outros,arquivo (33).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (33).zip,Arquivo original preservado.
SIM,DOFET18.dbc,2018,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (33).zip::DOFET18.dbc,
Outros,arquivo (34).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (34).zip,Arquivo original preservado.
SIM,DOFET19.dbc,2019,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (34).zip::DOFET19.dbc,
Outros,arquivo (35).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (35).zip,Arquivo original preservado.
SIM,DOFET20.dbc,2020,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (35).zip::DOFET20.dbc,
Outros,arquivo (36).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (36).zip,Arquivo original preservado.
SIM,DOFET21.dbc,2021,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (36).zip::DOFET21.dbc,
Outros,arquivo (37).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (37).zip,Arquivo original preservado.
SIM,DOFET22.dbc,2022,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (37).zip::DOFET22.dbc,
Outros,arquivo (38).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (38).zip,Arquivo original preservado.
SIM,DOFET23.dbc,2023,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (38).zip::DOFET23.dbc,
Outros,arquivo (39).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (39).zip,Arquivo original preservado.
SIM,DOFET24.dbc,2024,RS,obitos_fetais,DBC,preservado,data/raw/archives/arquivo (39).zip::DOFET24.dbc,
Outros,arquivo (4).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (4).zip,Arquivo original preservado.
SINASC,DNRS2020.dbc,2020,RS,nascidos_vivos,DBC,preservado,data/raw/archives/arquivo (4).zip::DNRS2020.dbc,
Outros,arquivo (40).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (40).zip,Arquivo original preservado.
SIM,DOINF15.dbc,2015,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF15.dbc,
SIM,DOINF16.dbc,2016,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF16.dbc,
SIM,DOINF17.dbc,2017,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF17.dbc,
SIM,DOINF18.dbc,2018,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF18.dbc,
SIM,DOINF19.dbc,2019,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF19.dbc,
SIM,DOINF20.dbc,2020,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF20.dbc,
SIM,DOINF21.dbc,2021,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF21.dbc,
SIM,DOINF22.dbc,2022,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF22.dbc,
SIM,DOINF23.dbc,2023,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF23.dbc,
SIM,DOINF24.dbc,2024,RS,obitos_infantis,DBC,preservado,data/raw/archives/arquivo (40).zip::DOINF24.dbc,
Outros,arquivo (41).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (41).zip,Arquivo original preservado.
SIM,DOMAT15.dbc,2015,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT15.dbc,Complementar de baixa prioridade.
SIM,DOMAT16.dbc,2016,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT16.dbc,Complementar de baixa prioridade.
SIM,DOMAT17.dbc,2017,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT17.dbc,Complementar de baixa prioridade.
SIM,DOMAT18.dbc,2018,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT18.dbc,Complementar de baixa prioridade.
SIM,DOMAT19.dbc,2019,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT19.dbc,Complementar de baixa prioridade.
SIM,DOMAT20.dbc,2020,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT20.dbc,Complementar de baixa prioridade.
SIM,DOMAT21.dbc,2021,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT21.dbc,Complementar de baixa prioridade.
SIM,DOMAT22.dbc,2022,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT22.dbc,Complementar de baixa prioridade.
SIM,DOMAT23.dbc,2023,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT23.dbc,Complementar de baixa prioridade.
SIM,DOMAT24.dbc,2024,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (41).zip::DOMAT24.dbc,Complementar de baixa prioridade.
Outros,arquivo (42).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (42).zip,Arquivo original preservado.
SIM,DOMAT15.dbc,2015,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT15.dbc,Complementar de baixa prioridade.
SIM,DOMAT16.dbc,2016,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT16.dbc,Complementar de baixa prioridade.
SIM,DOMAT17.dbc,2017,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT17.dbc,Complementar de baixa prioridade.
SIM,DOMAT18.dbc,2018,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT18.dbc,Complementar de baixa prioridade.
SIM,DOMAT19.dbc,2019,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT19.dbc,Complementar de baixa prioridade.
SIM,DOMAT20.dbc,2020,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT20.dbc,Complementar de baixa prioridade.
SIM,DOMAT21.dbc,2021,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT21.dbc,Complementar de baixa prioridade.
SIM,DOMAT22.dbc,2022,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT22.dbc,Complementar de baixa prioridade.
SIM,DOMAT23.dbc,2023,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT23.dbc,Complementar de baixa prioridade.
SIM,DOMAT24.dbc,2024,RS,obitos_maternos,DBC,preservado,data/raw/archives/arquivo (42).zip::DOMAT24.dbc,Complementar de baixa prioridade.
Outros,arquivo (43).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (43).zip,Arquivo original preservado.
Populacao DATASUS,POPSBR15.zip,2015,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR15.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPSBR16.zip,2016,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR16.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPSBR17.zip,2017,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR17.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPSBR18.zip,2018,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR18.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPSBR19.zip,2019,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR19.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPSBR20.zip,2020,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR20.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPSBR21.zip,2021,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR21.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPSBR22.zip,2022,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR22.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPSBR23.zip,2023,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR23.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPSBR24.zip,2024,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPSBR24.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR15.zip,2015,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR15.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR16.zip,2016,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR16.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR17.zip,2017,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR17.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR18.zip,2018,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR18.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR19.zip,2019,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR19.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR20.zip,2020,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR20.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR21.zip,2021,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR21.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR22.zip,2022,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR22.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR23.zip,2023,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR23.zip,Base complementar; nao substitui o denominador SINASC.
Populacao DATASUS,POPTBR24.zip,2024,BR,populacao_residente,ZIP,preservado,data/raw/archives/arquivo (43).zip::POPTBR24.zip,Base complementar; nao substitui o denominador SINASC.
Outros,arquivo (5).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (5).zip,Arquivo original preservado.
SINASC,DNRS2019.dbc,2019,RS,nascidos_vivos,DBC,preservado,data/raw/archives/arquivo (5).zip::DNRS2019.dbc,
Outros,arquivo (6).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (6).zip,Arquivo original preservado.
SINASC,DNRS2018.dbc,2018,RS,nascidos_vivos,DBC,preservado,data/raw/archives/arquivo (6).zip::DNRS2018.dbc,
Outros,arquivo (7).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (7).zip,Arquivo original preservado.
SINASC,DNRS2017.dbc,2017,RS,nascidos_vivos,DBC,preservado,data/raw/archives/arquivo (7).zip::DNRS2017.dbc,
Outros,arquivo (8).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (8).zip,Arquivo original preservado.
SINASC,DNRS2016.dbc,2016,RS,nascidos_vivos,DBC,preservado,data/raw/archives/arquivo (8).zip::DNRS2016.dbc,
Outros,arquivo (9).zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo (9).zip,Arquivo original preservado.
SINASC,DNRS2015.dbc,2015,RS,nascidos_vivos,DBC,preservado,data/raw/archives/arquivo (9).zip::DNRS2015.dbc,
Outros,arquivo.zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/arquivo.zip,Arquivo original preservado.
SINASC,DNRS2024.dbc,2024,RS,nascidos_vivos,DBC,preservado,data/raw/archives/arquivo.zip::DNRS2024.dbc,
Outros,cnes_rs_2024_st_mensal.zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/cnes_rs_2024_st_mensal.zip,Arquivo original preservado.
CNES,STRS2401.dbc,2024,RS,st_mes_01,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2401.dbc,Fora do recorte principal de CNES.
CNES,STRS2402.dbc,2024,RS,st_mes_02,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2402.dbc,Fora do recorte principal de CNES.
CNES,STRS2403.dbc,2024,RS,st_mes_03,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2403.dbc,Fora do recorte principal de CNES.
CNES,STRS2404.dbc,2024,RS,st_mes_04,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2404.dbc,Fora do recorte principal de CNES.
CNES,STRS2405.dbc,2024,RS,st_mes_05,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2405.dbc,Fora do recorte principal de CNES.
CNES,STRS2406.dbc,2024,RS,st_mes_06,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2406.dbc,Fora do recorte principal de CNES.
CNES,STRS2407.dbc,2024,RS,st_mes_07,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2407.dbc,Fora do recorte principal de CNES.
CNES,STRS2408.dbc,2024,RS,st_mes_08,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2408.dbc,Fora do recorte principal de CNES.
CNES,STRS2409.dbc,2024,RS,st_mes_09,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2409.dbc,Fora do recorte principal de CNES.
CNES,STRS2410.dbc,2024,RS,st_mes_10,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2410.dbc,Fora do recorte principal de CNES.
CNES,STRS2411.dbc,2024,RS,st_mes_11,DBC,ignorado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2411.dbc,Fora do recorte principal de CNES.
CNES,STRS2412.dbc,2024,RS,st_mes_12,DBC,preservado,data/raw/archives/cnes_rs_2024_st_mensal.zip::STRS2412.dbc,Snapshot principal de dezembro para estabelecimentos.
Outros,sim_rs_2024_obitos_fetais_maternos.zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/sim_rs_2024_obitos_fetais_maternos.zip,Arquivo original preservado.
SIM,DOFET24.dbc,2024,RS,obitos_fetais,DBC,preservado,data/raw/archives/sim_rs_2024_obitos_fetais_maternos.zip::DOFET24.dbc,
SIM,DOMAT24.dbc,2024,RS,obitos_maternos,DBC,preservado,data/raw/archives/sim_rs_2024_obitos_fetais_maternos.zip::DOMAT24.dbc,Complementar de baixa prioridade.
SIM,DORS2024.dbc,2024,RS,obitos_gerais,DBC,preservado,data/raw/archives/sim_rs_2024_obitos_fetais_maternos.zip::DORS2024.dbc,
Outros,sim_rs_2024_obitos_gerais.zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/sim_rs_2024_obitos_gerais.zip,Arquivo original preservado.
SIM,DORS2024.dbc,2024,RS,obitos_gerais,DBC,preservado,data/raw/archives/sim_rs_2024_obitos_gerais.zip::DORS2024.dbc,
Outros,sinantotal.zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/sinantotal.zip,Arquivo original preservado.
SINAN,SIFCBR15.dbc,2015,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR15.dbc,
SINAN,SIFCBR16.dbc,2016,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR16.dbc,
SINAN,SIFCBR17.dbc,2017,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR17.dbc,
SINAN,SIFCBR18.dbc,2018,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR18.dbc,
SINAN,SIFCBR19.dbc,2019,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR19.dbc,
SINAN,SIFCBR20.dbc,2020,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR20.dbc,
SINAN,SIFCBR21.dbc,2021,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR21.dbc,
SINAN,SIFCBR22.dbc,2022,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR22.dbc,
SINAN,SIFCBR23.dbc,2023,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR23.dbc,
SINAN,SIFCBR24.dbc,2024,BR,sifilis_congenita,DBC,preservado,data/raw/archives/sinantotal.zip::SIFCBR24.dbc,
Outros,sinasc_rs_2024_dn.zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/sinasc_rs_2024_dn.zip,Arquivo original preservado.
SINASC,DNRS2024.dbc,2024,RS,nascidos_vivos,DBC,preservado,data/raw/archives/sinasc_rs_2024_dn.zip::DNRS2024.dbc,
Outros,sinasctotal.zip,,,arquivo_compactado,ZIP,preservado,data/raw/archives/sinasctotal.zip,Arquivo original preservado.
SINASC,DNEX2015.dbc,2015,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2015.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNEX2016.dbc,2016,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2016.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNEX2017.dbc,2017,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2017.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNEX2018.dbc,2018,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2018.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNEX2019.dbc,2019,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2019.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNEX2020.dbc,2020,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2020.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNEX2021.dbc,2021,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2021.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNEX2022.dbc,2022,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2022.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNEX2023.dbc,2023,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2023.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNEX2024.dbc,2024,EX,nascidos_vivos_exterior,DBC,fora_de_escopo,data/raw/archives/sinasctotal.zip::DNEX2024.dbc,Arquivo DNEX nao compoe o recorte Rio Grande do Sul.
SINASC,DNRS2015.dbc,2015,RS,nascidos_vivos,DBC,preservado,data/raw/archives/sinasctotal.zip::DNRS2015.dbc,
SINASC,DNRS2016.dbc,2016,RS,nascidos_vivos,DBC,preservado,data/raw/archives/sinasctotal.zip::DNRS2016.dbc,
